title,rating,url
Cheese Ravioli with Fresh Tomato Sauce ,3.75,https://www.epicurious.com/search?q=Cheese+Ravioli+with+Fresh+Tomato+Sauce
Banana Layer Cake with Cream Cheese Frosting ,4.375,https://www.epicurious.com/search?q=Banana+Layer+Cake+with+Cream+Cheese+Frosting
South American-Style Jícama and Orange Salad ,3.125,https://www.epicurious.com/search?q=South+American-Style+J%C3%ADcama+and+Orange+Salad
Roasted Acorn Squash and Chestnuts ,3.75,https://www.epicurious.com/search?q=Roasted+Acorn+Squash+and+Chestnuts
Maple Pumpkin Pots de Crème ,4.375,https://www.epicurious.com/search?q=Maple+Pumpkin+Pots+de+Cr%C3%A8me
Anadama Rolls with Mixed Seeds ,3.75,https://www.epicurious.com/search?q=Anadama+Rolls+with+Mixed+Seeds
"Braised Chicken and Rice with Orange, Saffron, Almond, and Pistachio Syrup ",4.375,https://www.epicurious.com/search?q=Braised+Chicken+and+Rice+with+Orange%2C+Saffron%2C+Almond%2C+and+Pistachio+Syrup
Horseradish Dill Potato Salad ,4.375,https://www.epicurious.com/search?q=Horseradish+Dill+Potato+Salad
Chicken in Green Pumpkin-Seed Sauce ,4.375,https://www.epicurious.com/search?q=Chicken+in+Green+Pumpkin-Seed+Sauce
Jeweled Rice ,5.0,https://www.epicurious.com/search?q=Jeweled+Rice
Braised Brisket with Bourbon-Peach Glaze ,4.375,https://www.epicurious.com/search?q=Braised+Brisket+with+Bourbon-Peach+Glaze
Grilled Pork Chops with Classic Barbecue Sauce ,4.375,https://www.epicurious.com/search?q=Grilled+Pork+Chops+with+Classic+Barbecue+Sauce
Bacon Crackers ,0.0,https://www.epicurious.com/search?q=Bacon+Crackers
Roast Chicken With Sorghum and Squash ,0.0,https://www.epicurious.com/search?q=Roast+Chicken+With+Sorghum+and+Squash
Asparagus with Bacon and Onion ,4.375,https://www.epicurious.com/search?q=Asparagus+with+Bacon+and+Onion
Ricotta Omelets ,3.75,https://www.epicurious.com/search?q=Ricotta+Omelets
"Carrot, Snow Pea, and Red Pepper Julienne in Honey Vinaigrette ",3.75,https://www.epicurious.com/search?q=Carrot%2C+Snow+Pea%2C+and+Red+Pepper+Julienne+in+Honey+Vinaigrette
Salmon with Chili-Mango Salsa ,4.375,https://www.epicurious.com/search?q=Salmon+with+Chili-Mango+Salsa
Turkey and Pinto Bean Chili ,4.375,https://www.epicurious.com/search?q=Turkey+and+Pinto+Bean+Chili
Cucumber-Yogurt Salad with Mint ,3.75,https://www.epicurious.com/search?q=Cucumber-Yogurt+Salad+with+Mint
Lamb Shanks Braised with Anise and Orange ,3.125,https://www.epicurious.com/search?q=Lamb+Shanks+Braised+with+Anise+and+Orange
Parsley Mayo ,0.0,https://www.epicurious.com/search?q=Parsley+Mayo
Acini di Pepe Pasta with Garlic and Olives ,4.375,https://www.epicurious.com/search?q=Acini+di+Pepe+Pasta+with+Garlic+and+Olives
Roast Beef Salad with Cabbage and Horseradish ,3.125,https://www.epicurious.com/search?q=Roast+Beef+Salad+with+Cabbage+and+Horseradish
Savoy Cabbage and Arugula Salad ,3.125,https://www.epicurious.com/search?q=Savoy+Cabbage+and+Arugula+Salad
"Fennel, Beet and Orange Salad with Olives ",4.375,https://www.epicurious.com/search?q=Fennel%2C+Beet+and+Orange+Salad+with+Olives
Shrimp Gazpacho ,4.375,https://www.epicurious.com/search?q=Shrimp+Gazpacho
Grilled Steak Salad with Beets and Scallions ,3.125,https://www.epicurious.com/search?q=Grilled+Steak+Salad+with+Beets+and+Scallions
Parsnip and Apple Soup ,4.375,https://www.epicurious.com/search?q=Parsnip+and+Apple+Soup
Short Rib Pot Pie ,5.0,https://www.epicurious.com/search?q=Short+Rib+Pot+Pie
Stout Floats ,3.125,https://www.epicurious.com/search?q=Stout+Floats
Apricot-Pistachio Muffins Baked on the Grill ,5.0,https://www.epicurious.com/search?q=Apricot-Pistachio+Muffins+Baked+on+the+Grill
Garlic Bruschetta ,3.75,https://www.epicurious.com/search?q=Garlic+Bruschetta
Asian Noodles with Barbecued Duck Confit ,5.0,https://www.epicurious.com/search?q=Asian+Noodles+with+Barbecued+Duck+Confit
Sausage Fennel Stuffing ,4.375,https://www.epicurious.com/search?q=Sausage+Fennel+Stuffing
Banana Split with Curried Chocolate-Coconut Sauce ,3.75,https://www.epicurious.com/search?q=Banana+Split+with+Curried+Chocolate-Coconut+Sauce
Escarole and Cheese Spoon Bread ,4.375,https://www.epicurious.com/search?q=Escarole+and+Cheese+Spoon+Bread
Honey-Ginger Barbecue Sauce ,4.375,https://www.epicurious.com/search?q=Honey-Ginger+Barbecue+Sauce
"Baked Pears with Rosemary, Gorgonzola Cheese and Port ",3.75,https://www.epicurious.com/search?q=Baked+Pears+with+Rosemary%2C+Gorgonzola+Cheese+and+Port
Kids' Matzoh Pizza ,3.125,https://www.epicurious.com/search?q=Kids%27+Matzoh+Pizza
"Cranberry, Quince, and Pearl Onion Compote ",3.75,https://www.epicurious.com/search?q=Cranberry%2C+Quince%2C+and+Pearl+Onion+Compote
Chocolate-Mint Shamrock Shake ,5.0,https://www.epicurious.com/search?q=Chocolate-Mint+Shamrock+Shake
Tropical Rum Punch ,5.0,https://www.epicurious.com/search?q=Tropical+Rum+Punch
Chickpea Salad Sandwich With Creamy Carrot-Radish Slaw ,3.75,https://www.epicurious.com/search?q=Chickpea+Salad+Sandwich+With+Creamy+Carrot-Radish+Slaw
Blackberry-Raspberry Sauce ,4.375,https://www.epicurious.com/search?q=Blackberry-Raspberry+Sauce
Laddie's Sub-Bourbon ,2.5,https://www.epicurious.com/search?q=Laddie%27s+Sub-Bourbon
Red Cabbage and Onions ,3.75,https://www.epicurious.com/search?q=Red+Cabbage+and+Onions
"Roast Cod with Potatoes, Onions, and Olives ",3.75,https://www.epicurious.com/search?q=Roast+Cod+with+Potatoes%2C+Onions%2C+and+Olives
Spicy Tomato Sauce ,0.0,https://www.epicurious.com/search?q=Spicy+Tomato+Sauce
Cod Cannelloni with Swiss Chard and Roasted Pepper ,2.5,https://www.epicurious.com/search?q=Cod+Cannelloni+with+Swiss+Chard+and+Roasted+Pepper
Swiss Chard with Roasted Pepper ,3.75,https://www.epicurious.com/search?q=Swiss+Chard+with+Roasted+Pepper
Chocolate Almond Butter ,0.0,https://www.epicurious.com/search?q=Chocolate+Almond+Butter
Pastry Dough ,5.0,https://www.epicurious.com/search?q=Pastry+Dough
Roasted Bell Pepper Halves Stuffed with Bulgur and Spinach ,4.375,https://www.epicurious.com/search?q=Roasted+Bell+Pepper+Halves+Stuffed+with+Bulgur+and+Spinach
Spicy Sesame Noodles with Chopped Peanuts and Thai Basil ,4.375,https://www.epicurious.com/search?q=Spicy+Sesame+Noodles+with+Chopped+Peanuts+and+Thai+Basil
Potato Gratin with Goat Cheese and Garlic ,4.375,https://www.epicurious.com/search?q=Potato+Gratin+with+Goat+Cheese+and+Garlic
Country Sausage and Sage Dressing ,4.375,https://www.epicurious.com/search?q=Country+Sausage+and+Sage+Dressing
Cherry Lime Virgin Rickeys ,0.0,https://www.epicurious.com/search?q=Cherry+Lime+Virgin+Rickeys
Buttermilk-Spinach Spaetzle ,2.5,https://www.epicurious.com/search?q=Buttermilk-Spinach+Spaetzle
Radishes with Burrata ,5.0,https://www.epicurious.com/search?q=Radishes+with+Burrata
Winter Squash Soufflé ,3.75,https://www.epicurious.com/search?q=Winter+Squash+Souffl%C3%A9
Blueberry Streusel Cake ,3.75,https://www.epicurious.com/search?q=Blueberry+Streusel+Cake
Low-Fat Chicken Stock ,0.0,https://www.epicurious.com/search?q=Low-Fat+Chicken+Stock
Honey Mustard Sauce ,3.75,https://www.epicurious.com/search?q=Honey+Mustard+Sauce
Rosemary and Lemon Pinto Beans ,3.75,https://www.epicurious.com/search?q=Rosemary+and+Lemon+Pinto+Beans
Asian Dipping Sauce ,0.0,https://www.epicurious.com/search?q=Asian+Dipping+Sauce
Shrimp and Green Onion Pancakes ,3.75,https://www.epicurious.com/search?q=Shrimp+and+Green+Onion+Pancakes
"Gnocchi with Tomato, Basil, and Olives ",4.375,https://www.epicurious.com/search?q=Gnocchi+with+Tomato%2C+Basil%2C+and+Olives
Mustard-Ginger Shrimp Canapes ,4.375,https://www.epicurious.com/search?q=Mustard-Ginger+Shrimp+Canapes
Rumbrosia ,3.125,https://www.epicurious.com/search?q=Rumbrosia
Roasted Root Vegetables ,4.375,https://www.epicurious.com/search?q=Roasted+Root+Vegetables
Thai Vegetables ,3.75,https://www.epicurious.com/search?q=Thai+Vegetables
Sage-Roasted Turkey with Caramelized Onions and Sage Gravy ,4.375,https://www.epicurious.com/search?q=Sage-Roasted+Turkey+with+Caramelized+Onions+and+Sage+Gravy
Shrimp Cakes with Andouille Sausage ,4.375,https://www.epicurious.com/search?q=Shrimp+Cakes+with+Andouille+Sausage
Creamy Tofu Salad ,3.125,https://www.epicurious.com/search?q=Creamy+Tofu+Salad
Chocolate-Cherry Ice Cream Pie with Hot Fudge Sauce ,3.75,https://www.epicurious.com/search?q=Chocolate-Cherry+Ice+Cream+Pie+with+Hot+Fudge+Sauce
Jalapeño-Cheddar Frittata ,4.375,https://www.epicurious.com/search?q=Jalape%C3%B1o-Cheddar+Frittata
Roasted Beets and Citrus with Feta ,4.375,https://www.epicurious.com/search?q=Roasted+Beets+and+Citrus+with+Feta
"Green Beans with Crisp Shallots, Chile, and Mint ",4.375,https://www.epicurious.com/search?q=Green+Beans+with+Crisp+Shallots%2C+Chile%2C+and+Mint
Potato Gnocchi with Shrimp and Peas ,3.125,https://www.epicurious.com/search?q=Potato+Gnocchi+with+Shrimp+and+Peas
Cranberry Pear Tart with Gingerbread Crust ,3.75,https://www.epicurious.com/search?q=Cranberry+Pear+Tart+with+Gingerbread+Crust
"Sauteed Veal with Shrimp, Mushroom, and Brandy Cream Sauce ",4.375,https://www.epicurious.com/search?q=Sauteed+Veal+with+Shrimp%2C+Mushroom%2C+and+Brandy+Cream+Sauce
Lemon Vinaigrette ,3.75,https://www.epicurious.com/search?q=Lemon+Vinaigrette
Mackerel with Crushed Potatoes and Oregano ,4.375,https://www.epicurious.com/search?q=Mackerel+with+Crushed+Potatoes+and+Oregano
"Cranberry, Shallot, and Dried-Cherry Compote ",5.0,https://www.epicurious.com/search?q=Cranberry%2C+Shallot%2C+and+Dried-Cherry+Compote
Oriental Chicken and Cabbage Salad ,3.75,https://www.epicurious.com/search?q=Oriental+Chicken+and+Cabbage+Salad
Peanut Butter Cream Tart ,4.375,https://www.epicurious.com/search?q=Peanut+Butter+Cream+Tart
Cheddar Chicken Tenders with Wilted Spinach ,3.75,https://www.epicurious.com/search?q=Cheddar+Chicken+Tenders+with+Wilted+Spinach
Blueberry Cheesecake ,5.0,https://www.epicurious.com/search?q=Blueberry+Cheesecake
Dark Chocolate Wedding Cake with Chocolate Orange Ganache and Orange Buttercream ,4.375,https://www.epicurious.com/search?q=Dark+Chocolate+Wedding+Cake+with+Chocolate+Orange+Ganache+and+Orange+Buttercream
Apple Pie with Whisky-Soaked Cherries ,4.375,https://www.epicurious.com/search?q=Apple+Pie+with+Whisky-Soaked+Cherries
Parsleyed Yellow-Potato Salad ,3.75,https://www.epicurious.com/search?q=Parsleyed+Yellow-Potato+Salad
Sauteed Fennel and Carrots ,4.375,https://www.epicurious.com/search?q=Sauteed+Fennel+and+Carrots
Grilled Garlic-Marinated Skirt Steak with Lime ,4.375,https://www.epicurious.com/search?q=Grilled+Garlic-Marinated+Skirt+Steak+with+Lime
Miniature Crab Cakes with Tomato Ginger Jam ,4.375,https://www.epicurious.com/search?q=Miniature+Crab+Cakes+with+Tomato+Ginger+Jam
Egg Sandwich with Green Bean Slaw ,0.0,https://www.epicurious.com/search?q=Egg+Sandwich+with+Green+Bean+Slaw
Red Wine Brasato with Glazed Root Vegetables ,3.75,https://www.epicurious.com/search?q=Red+Wine+Brasato+with+Glazed+Root+Vegetables
Tomato Jam ,3.75,https://www.epicurious.com/search?q=Tomato+Jam
Egg Salad with Lemon and Fennel ,4.375,https://www.epicurious.com/search?q=Egg+Salad+with+Lemon+and+Fennel
Steamed Chicken with Black Mushrooms and Bok Choy ,4.375,https://www.epicurious.com/search?q=Steamed+Chicken+with+Black+Mushrooms+and+Bok+Choy
Shaved Brussels Sprout and Shallot Sauté ,4.375,https://www.epicurious.com/search?q=Shaved+Brussels+Sprout+and+Shallot+Saut%C3%A9
Molten Peanut Butter and Chocolate Fondant Cakes ,2.5,https://www.epicurious.com/search?q=Molten+Peanut+Butter+and+Chocolate+Fondant+Cakes
Roasted Carrot and Beet Salad with Feta ,4.375,https://www.epicurious.com/search?q=Roasted+Carrot+and+Beet+Salad+with+Feta
Cassata Cake ,4.375,https://www.epicurious.com/search?q=Cassata+Cake
Baked Beans with Slab Bacon and Breadcrumbs ,4.375,https://www.epicurious.com/search?q=Baked+Beans+with+Slab+Bacon+and+Breadcrumbs
Grilled Corn with Lime-Cilantro Butter ,5.0,https://www.epicurious.com/search?q=Grilled+Corn+with+Lime-Cilantro+Butter
Roasted Winter Squash and Parsnips with Maple Syrup Glaze and Marcona Almonds ,4.375,https://www.epicurious.com/search?q=Roasted+Winter+Squash+and+Parsnips+with+Maple+Syrup+Glaze+and+Marcona+Almonds
Snapper Escabèche with Charred Scallions ,0.0,https://www.epicurious.com/search?q=Snapper+Escab%C3%A8che+with+Charred+Scallions
Maple Butter-Pecan Ice Cream ,5.0,https://www.epicurious.com/search?q=Maple+Butter-Pecan+Ice+Cream
Grilled Vegetable Antipasto with Herbed Chevre and Crostini ,5.0,https://www.epicurious.com/search?q=Grilled+Vegetable+Antipasto+with+Herbed+Chevre+and+Crostini
Roasted Bell Peppers with Basil and Balsamic Vinegar ,5.0,https://www.epicurious.com/search?q=Roasted+Bell+Peppers+with+Basil+and+Balsamic+Vinegar
Homemade Tomato Ketchup ,3.75,https://www.epicurious.com/search?q=Homemade+Tomato+Ketchup
Potato Gratin with Goat Cheese ,0.0,https://www.epicurious.com/search?q=Potato+Gratin+with+Goat+Cheese
Char-Grilled Beef Tenderloin with Three-Herb Chimichurri ,4.375,https://www.epicurious.com/search?q=Char-Grilled+Beef+Tenderloin+with+Three-Herb+Chimichurri
Pork Roast Braised with Milk and Fresh Herbs (Maiale al Latte ) ,3.75,https://www.epicurious.com/search?q=Pork+Roast+Braised+with+Milk+and+Fresh+Herbs+%28Maiale+al+Latte+%29
Seasoned Nori Wrappers ,5.0,https://www.epicurious.com/search?q=Seasoned+Nori+Wrappers
Chocolate Pecan Banana Tarts ,4.375,https://www.epicurious.com/search?q=Chocolate+Pecan+Banana+Tarts
Chocolate Hazelnut Pound Cake with Chocolate Glaze ,3.75,https://www.epicurious.com/search?q=Chocolate+Hazelnut+Pound+Cake+with+Chocolate+Glaze
Tarragon Tartar Sauce ,3.75,https://www.epicurious.com/search?q=Tarragon+Tartar+Sauce
Chili Meatballs in Black Bean and Tomato Sauce ,4.375,https://www.epicurious.com/search?q=Chili+Meatballs+in+Black+Bean+and+Tomato+Sauce
Orange Mint Julep ,5.0,https://www.epicurious.com/search?q=Orange+Mint+Julep
Coq au Vin Nouveau ,4.375,https://www.epicurious.com/search?q=Coq+au+Vin+Nouveau
Lemon-Parsley Linguine ,3.125,https://www.epicurious.com/search?q=Lemon-Parsley+Linguine
Marbled Raspberry Cream ,5.0,https://www.epicurious.com/search?q=Marbled+Raspberry+Cream
Sangria IV ,5.0,https://www.epicurious.com/search?q=Sangria+IV
Apple and Prune Tart with Vanilla Ice Cream and Cognac ,4.375,https://www.epicurious.com/search?q=Apple+and+Prune+Tart+with+Vanilla+Ice+Cream+and+Cognac
Smoky Plantain Crema ,4.375,https://www.epicurious.com/search?q=Smoky+Plantain+Crema
Southwest Veggie Nachos ,5.0,https://www.epicurious.com/search?q=Southwest+Veggie+Nachos
Pork Chops with Sweet-and-Sour Cider Glaze ,4.375,https://www.epicurious.com/search?q=Pork+Chops+with+Sweet-and-Sour+Cider+Glaze
Calabrian Chile Butter ,0.0,https://www.epicurious.com/search?q=Calabrian+Chile+Butter
Chicken and Sausage Jambalaya ,5.0,https://www.epicurious.com/search?q=Chicken+and+Sausage+Jambalaya
"""Seder Plate"" Salad ",0.0,https://www.epicurious.com/search?q=%22Seder+Plate%22+Salad
Veal Scallops with Mushrooms and Herbs ,4.375,https://www.epicurious.com/search?q=Veal+Scallops+with+Mushrooms+and+Herbs
Heirloom Tomato Salad with Blue Cheese ,4.375,https://www.epicurious.com/search?q=Heirloom+Tomato+Salad+with+Blue+Cheese
Fried Fish with Moroccan-Style Herb Sauce ,4.375,https://www.epicurious.com/search?q=Fried+Fish+with+Moroccan-Style+Herb+Sauce
Spicy Noodles with Ginger and Fresh Vegetables ,3.125,https://www.epicurious.com/search?q=Spicy+Noodles+with+Ginger+and+Fresh+Vegetables
Ginger Crème Brûlée ,4.375,https://www.epicurious.com/search?q=Ginger+Cr%C3%A8me+Br%C3%BBl%C3%A9e
Banana Smoothie ,0.0,https://www.epicurious.com/search?q=Banana+Smoothie
Bratwurst and Red Cabbage ,4.375,https://www.epicurious.com/search?q=Bratwurst+and+Red+Cabbage
"Chocolate, Walnut and Prune Fudge Torte ",4.375,https://www.epicurious.com/search?q=Chocolate%2C+Walnut+and+Prune+Fudge+Torte
Kale with Sauteed Apple and Onion ,3.75,https://www.epicurious.com/search?q=Kale+with+Sauteed+Apple+and+Onion
Roasted Quail with Wild Mushrooms ,0.0,https://www.epicurious.com/search?q=Roasted+Quail+with+Wild+Mushrooms
Mocha Brownies ,3.125,https://www.epicurious.com/search?q=Mocha+Brownies
Onion and Cider Soup with Roquefort Croutons ,3.75,https://www.epicurious.com/search?q=Onion+and+Cider+Soup+with+Roquefort+Croutons
Eggnog ,2.5,https://www.epicurious.com/search?q=Eggnog
"Spinach, Feta, and Phyllo Purses ",3.75,https://www.epicurious.com/search?q=Spinach%2C+Feta%2C+and+Phyllo+Purses
Salmon Confit in Olive Oil with Arugula Salad and Balsamic Vinegar ,5.0,https://www.epicurious.com/search?q=Salmon+Confit+in+Olive+Oil+with+Arugula+Salad+and+Balsamic+Vinegar
Wild Rice with Carrots ,3.125,https://www.epicurious.com/search?q=Wild+Rice+with+Carrots
Cherry Cola Barbecue Sauce ,5.0,https://www.epicurious.com/search?q=Cherry+Cola+Barbecue+Sauce
Golden Turkey Stock ,5.0,https://www.epicurious.com/search?q=Golden+Turkey+Stock
